s,songName,artistName,genre,lyrics
62.5,Level of Concern,['Twenty One Pilots'],"['modern rock', 'rock']","
Need you, tell me
Need you, tell me


Panic on the brain, world has gone insane
Things are starting to get heavy, mm
I can't help but think I haven't felt this way
Since I asked you to go steady


Wonderin' would you be my little quarantine?
Or is this the way it ends?


'Cause I told you my level of concern
But you walked by like you never heard
And you could bring down my level of concern
Just need you to tell me we're alright, tell me we're okay


Panic on the brain, Michael's gone insane
Julie starts to make me nervous
I don't really care what they would say
I'm asking you to stay
In my bunker underneath the surface


Wonderin' would you be (Would you be)
My little quarantine? (Quarantine)
Or is this the way it ends?


'Cause I told you my level of concern
But you walked by like you never heard
And you could bring down my level of concern
Just need you to tell me we're alright, tell me we're okay, yeah


Tell me we're alright, tell me we're okay, yeah
Tell me we're alright, tell me we're okay
Bring down my level of concern
Just need you to tell me we're alright, tell me we're okay, yeah


'Cause I told you my level of concern
But you walked by like you never heard
You could bring down my level of concern
Just need you to tell me we're alright, tell me we're okay
I need you to tell me we're alright, tell me we're okay
Need you to tell me we're alright, tell me we're okay
I need you to tell me we're alright, tell me we're okay
Need you to tell me we're alright, tell me we're okay
Need you now
I need you now


'Cause I told you my level of concern
But you walked by like you never heard
And you could bring down my level of concern
Just need you to tell me we're alright, tell me we're okay, yeah


Tell me we're alright, tell me we're okay, yeah
Tell me we're alright, tell me we're okay
You could bring down my level of concern
Just need you to tell me we're alright, tell me we're okay, yeah


In a world where you could just lie to me (Need you)
And I'd be okay, we'll be okay (Level of concern)
We're gonna be okay (Just need you to tell me we're alright)
Tell me we're okay, I need you
Need you, tell me
Need you, tell me"
62.66666667,Sour Candy,"['Lady Gaga', 'BLACKPINK']","['dance pop', 'pop', 'k-pop', 'k-pop girl group']","
Sou-sour candy
(Sou-sour candy)


I'm sour candy
So sweet, then I get a little angry, yeah
Sour candy, yeah, yeah, yeah, yeah, yeah
I'm super psycho
Make you crazy when I turn the lights low
Sour candy, yeah, yeah, yeah, yeah


Ask me to be nice, and then I'll do it extra mean
뜻밖의 표정 하나에 넌 당황하겠지
비싼 척이란 말들로 날 포장한 건 너야, 너야
If you wanna fix me, then let's break up here and now
거리낌 없는 눈빛에 넌 거릴 두니까
툭 까보면 어김없이 소리질러와
Uh-huh, uh-huh (Oh)


I'm hard on the outside
But if you give me time
Then I could make time for your love
I'm hard on the outside
But if you see inside, inside, inside


I might be messed up
But I know what's up
You want a real taste
At least I'm not a fake
Come, come, unwrap me
Come, come, unwrap me
I'll show you what's me
Close your eyes, don't peek
Now I'm undressing
Unwrap sour candy
Come, come, unwrap me
Come, come, unwrap me
Come on, sour candy (Oh)


I'm hard on the outside
But if you give me time
Then I could make time for your love
I'm hard on the outside
But if you see inside, inside, inside


I'm sour candy
So sweet 'til I get a little angry, yeah
Sour candy, yeah, yeah, yeah, yeah, yeah
I'm super psycho
Make you crazy when I turn the lights low
Sour candy, yeah, yeah, yeah, yeah


Take a bite, take a bite
S-sour candy (Sour candy)
Take a bite, take a bite (Uh)
S-sour candy
Take a bite, take a bite
S-sour candy (Sour candy)
Take a bite, take a bite (Uh)
Sour candy"
63,Godzilla,"['Eminem', 'Juice WRLD']","['detroit hip hop', 'hip hop', 'rap', 'chicago rap', 'melodic rap']","
Ugh, you're a monster


I can swallow a bottle of alcohol and I'll feel like Godzilla
Better hit the deck like the card dealer
My whole squad's in here, walking around the party
A cross between a zombie apocalypse and B-Bobby ""The
Brain"" Heenan which is probably the
Same reason I wrestle with mania
Shady's in this bitch, I'm posse'd up
Consider it to cross me a costly mistake
If they sleepin' on me, the hoes better get insomnia
ADHD, Hydroxycut
Pass the Courvoisier (Hey, hey)
In AA with an AK, melee, finna set it like a playdate
Better vacate, retreat like a vacay, mayday (Ayy)
This beat is cray-cray, Ray J, H-A-H-A-H-A
Laughing all the way to the bank, I spray flames
They cannot tame or placate the


Monster
You get in my way, I'ma feed you to the monster (Yeah)
I'm normal during the day, but at night, turn to a monster (Yeah)
When the moon shines like Ice Road Truckers
I look like a villain outta those blockbusters
Godzilla, fire spitter, monster
Blood on the dance floor, and Louis V carpet
Fire, Godzilla, fire, monster
Blood on the dance floor, and Louis V carpet


I'm just a product of Slick Rick and Onyx, told 'em lick the balls
Had 'em just appalled, did so many things that pissed 'em off
It's impossible to list 'em all
And in the midst of all this
I'm in a mental hospital with a crystal ball
Tryna see, will I still be like this tomorrow?
Risperdal, voices whisper
My fist is balled back up against the wall, pencil drawn
This is just the song to go ballistic on
You just pulled a pistol on a guy with a missile launcher
I'm just a Loch Ness, the mythological
Quick to tell a bitch screw off like a fifth of vodka
When you twist the top of the bottle, I'm a


Monster
You get in my way, I'ma feed you to the monster (Yeah)
I'm normal during the day, but at night, turn to a monster (Yeah)
When the moon shines like Ice Road Truckers
I look like a villain outta those blockbusters
Godzilla, fire spitter, monster
Blood on the dance floor, and Louis V carpet
Fire, Godzilla, fire, monster
Blood on the dance floor, and Louis V carpet


If you never gave a damn (Ayy), raise your hand
'Cause I'm about to set trip, vacation plans
I'm on point like my index is, so all you will ever get is
The motherfuckin' finger (Finger), prostate exam ('Xam)
How can I have all these fans and perspire?
Like a liar's pants, I'm on fire
And I got no plans to retire and I'm still the man you admire
These chicks are spazzin' out, I only get more handsome and flyer
I got 'em passin' out like what you do when you hand someone flyers
And what goes around comes around just like the blades on the chainsaw
'Cause I caught the flack, but my dollars stacked right off the bat like a baseball
Like Kid Ink, bitch, I got them racks with so much ease that they call me Diddy
'Cause I make bands and I call getting cheese a cakewalk (Cheesecake, yeah)
Bitch, I'm a player, I'm too motherfuckin' stingy for Cher
Won't even lend you an ear, ain't even pretending to care
But I tell a bitch I'll marry her if she'll bury her
Face in my genital area, the original Richard Ramirez
Cristhian Rivera, 'cause my lyrics never sit well
So they wanna give me the chair
Like a paraplegic, and it's scary, call it Hari Kari
'Cause e'ry Tom and Dick and Harry carry a Merriam motherfuckin' dictionary on 'em
Swearing up and down they can spit, this shit's hilarious
It's time to put these bitches in the obituary column
We wouldn't see eye to eye with a staring problem
Get the shaft like a steering column (Monster)
Trigger happy, pack heat, but it's black ink
Evil half of the Bad Meets
Evil, that means take a back seat
Take it back to Fat Beats with a maxi single
Look at my rap sheet, what attracts these people
Is my 'Gangsta Bitch' like Apache with a catchy jingle
I stack chips, you barely got a half-eaten Cheeto
Fill 'em with the venom and eliminate 'em
Other words, I Minute Maid 'em
I don't wanna hurt 'em, but I did, I'm in a fit of rage
I'm murderin' again, nobody will evade
I'm fittin' to kill 'em and dumpin' their fuckin' bodies in the lake
Obliterating everything, incinerate a renegade
I'm here to make anybody who want it with the pen afraid
But don't nobody want it, but they're gonna get it anyway
'Cause I'm beginnin' to feel like I'm mentally ill
I'm Attila, kill or be killed, I'm a killer bee, the vanilla gorilla
You're bringin' the killer within me outta me
You don't wanna be the enemy of the demon who entered me
Or be on the receivin' end of me, what stupidity it'd be
Every bit of me's the epitome of a spitter
When I'm in the vicinity, motherfucker, you better duck
Or you finna be dead the minute you run into me
A hundred percent of you is a fifth of a percent of me
I'm 'bout to fuckin' finish you, bitch, I'm unfadable
You wanna battle, I'm available, I'm blown up like an inflatable
I'm undebatable, I'm unavoidable, I'm unevadable
I'm on the toilet bowl, I got a trailer full of money and I'm paid in full
I'm not afraid to pull a—


Man, stop
Look what I'm plannin', haha"
64,RITMO,"['Black Eyed Peas', 'J Balvin']","['dance pop', 'pop', 'pop rap', 'latin', 'reggaeton']","Preview:


This is the rhythm, rhythm, rhythm, rhythm
This is the rhythm, rhythm, rhythm, rhythm, rhythm, rhythm
This is the rhythm, rhythm, rhythm, rhythm, rhythm of the night


Tonight's gonna be bueno  (The night)
I'm talking no problemo  (Oh, yeah)"
65.5,HIGHEST IN THE ROOM,['Travis Scott'],['rap'],"
I got room in my fumes (Yeah)
She fill my mind up with ideas
I'm the highest in the room (It’s lit)
Hope I make it outta here (Let's go)


She saw my eyes, she know I'm gone (Ah)
I see some things that you might fear
I’m doin' a show, I'll be back soon (Soon)
That ain't what she wanna hear (Nah)
Now I got her in my room (Ah)
Legs wrapped around my beard
Got the fastest car, it zoom (Skrrt)
Hope we make it outta here (Ah)
When I'm with you, I feel alive
You say you love me, don't you lie (Yeah)
Won't cross my heart, don't wanna die
Keep the pistol on my side (Yeah)


Case it’s fumes (Smoke)
She fill my mind up with ideas (Straight up)
I’m the highest in the room (It's lit)
Hope I make it outta here (Let’s go, yeah)


We ain't stressin' 'bout the loot (Yeah)
My block made of quesería
This not the molly, this the boot
Ain’t no comin' back from here
Live the life of La Familia
It's so much gang that I can't see ya (Yeah)
Turn it up 'til they can't hear (We can't)
Runnin', runnin' 'round for the thrill
Yeah, dawg, dawg, 'round my real (Gang)
Raw, raw, I been pourin' to the real (Drank)
Nah, nah, nah, they not back of the VIP (In the VIP)
Gorgeous, baby, keep me hard as steel
Ah, this my life, I did not choose
Uh, been on this since we was kids
We gon' stay on top and break the rules
Uh, I fill my mind up with ideas


Case it's fumes
She fill my mind up with ideas (Straight up)
I'm the highest in the room (I'm the highest, it's lit)
Hope I make it outta here

"
65.5,Don't Rush,"['Young T & Bugsey', 'DaBaby']","['afroswing', 'uk drill', 'uk hip hop', 'nc hip hop', 'rap']","
Don't rush, slow touch
Brown and white, like I go cunch
Grab and buy, make 'em go bust (Buss)
Eye for eye, make 'em lose trust
White rum, fizzy pop (Pop)
Where you dey go? (go) We dey go up
Catch my vibe (Vibe), let me go off (Off)
Blammed her twice, man it's so tough


Aight yo, put the Belaire on her batty, make it kotch
Seen the watch, now she wanna give crotch
Boy got ps, now she hopping in the pod
Man in real life sugar, gyaldem haffi get wopped (Yeah)
Know she want dark, told her ""Meet me at the top""
Switching lanes the other day, I seen her waiting for a bus
Baby this a Moncler sweater, Diesel denim
Buy another while my pockets fat like Heather
Neck froze like I don't know no better
Benzo truck, white seats and they leather
Go broke never, on my grind
She make it clap like I'm Busta Rhymes
I got the juice, the sauce and all them things
I blammed her twice tonight with all my bling
Big Benz, I drive, I brought that ting
Any girl you want, they want my ting


Don't rush, slow touch
Brown and white, like I go cunch
Grab and buy, make 'em go bust (Buss)
Eye for eye, make 'em lose trust
White rum, fizzy pop (Pop)
Where you dey go? (go) We dey go up
Catch my vibe (Vibe), let me go off (Off)
Blammed her twice, man it's so tough


Flood my ice, make a ho blush
Back at the tour bus, gettin' caught up
DSquared got 'em distressed, gotta hand wash
New racks with the old Nikes in the shoe box
Keep my stripes, no cuffs
Pull up in a new plate and she might just
She weren't tryna move bait when our eyes locked
New tints on the coupé, that's her head lost
Off my whites, right my wrongs
Gucci my mum, while you diddle your thumbs
Count my sums, this is gonna get long
Love my green, I'm tryna get strong
Tryna get bun, where I'm from, it's on
Yes, man don't take no dumb, threats
They see funds, they hop, fence
We been up, not up next


Don't rush, slow touch
Brown and white, like I go cunch
Grab and buy, make 'em go bust (Buss)
Eye for eye, make 'em lose trust
White rum, fizzy pop (Pop)
Where you dey go? (go) We dey go up
Catch my vibe (Vibe), let me go off (Off)
Blammed her twice, man it's so tough


And introducing
The one and only


Big truck, no clutch (Clutch)
Wrist froze, don't touch
French Ciri, I'm so drunk (Turnt)
Course I can't drink and drive, where's my chauffeur?
Bando upsuh, whip that coca
I really hope this time my worker don't floss
See, I was in the wok, now my penthouse at the top
Shawty said they're best friends, I bet they both fuck
'Cause they won't cuss, 'cause they said I sold drugs
And when you down there, ain't nobody around
Where's the comeback? When you blow up
I forgot my jacket but my heated seats help me warm up
Fast train to Inverurie, I used to go up
It's ironic, I just sold out my show in Scotland
Used to say I wanna put Tottenham on the map
But one day I'ma change the map in Tottenham


Don't rush, slow touch
Brown and white, like I go cunch
Grab and buy, make 'em go bust (Buss)
Eye for eye, make 'em lose trust
White rum, fizzy pop (Pop)
Where you dey go? (go) We dey go up
Catch my vibe (Vibe), let me go off (Off)
Blammed her twice, man it's so tough"
66,OUT WEST,"['JACKBOYS', 'Travis Scott', 'Young Thug']","['rap', 'trap', 'rap', 'atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']","
Yeah
Buddah bless this beat


Ayy, bag it out west (Bag it), slangin' out west (Yeah)
Gold metallic knife, I can shank ya out west (Yeah)
I just put a drum on a new Kel-Tec (On a)
I just put my cum in her pussy, now it's wet


I used to jump off the back of the bus (Yeah), now I jump off of a jet (Yeah)
I used to tell the lil' baby, ""This us,"" then I got over the shit
I used to like her, but now that I love her
The way she was drankin' my spit
Your bitch cheatin', she under my cover, we cuddle and shit


Now shawty say she wanna suck on the tip
I'm 'bout it, baby, I want all four of your lips (I'm 'bout it)
Ex-college girl, she can suck up a ship
I eat molly and I take this bitch on a trip
Ayy, shawty, ayy, darlin', ayy, baby girl, suck my private
Close your eyes, it's just me and you and nobody
Ayy, suck it sideways, if we in public or the driveway (Hey)
Vibes in this bitch (Woo), vibe on a jet (Woo)
Five thousand bricks, ooh
She bad as it get, her mouth kick it slick
She know she got the kick
With a fire hydrant pussy


Ayy, bag it out west (Bag it), slangin' out west (Yeah)
Gold metallic knife, I can shank ya out west (Yeah)
I just put a drum on a new Kel-Tec (On a)
I just put my cum in her pussy, now it's wet


It's up, it's stuck (Yeah)
Thought you can cross the gang, what was you thinkin' of? (Gang)
Red coupe, rollercoaster sound just like it does
These days, I balance all the hate out with the love
These days, I pour all of my pain out in a cup (Drank)
Dreamy, that's just a side effect when you with us (Game)
Easy, the dawgs is right behind me, they on edge
Believe me, we pop out in the city to collect (Ooh)
Vibes in this bitch, they surprised that I lived (It's lit)
Try, can't be killed, tried nine times but I'm Stilts
Hop in the whip to hop right in the whip
I hotbox in the whip, got me (Ooh)


Ayy, bag it out west (Bag it), slangin' out west (Yeah)
Gold metallic knife, I can shank ya out west (Yeah)
I just put a drum on a new Kel-Tec (On a)
I just put my cum in her pussy, now it's wet


I used to jump off the back of the bus (Yeah), now I jump off of a jet (Yeah)
I used to tell the lil' baby, ""This us"" (Yeah), then I got over the shit (Yeah)
I used to like her, but now that I love her
The way she was drankin' my spit (Woah, woah)
Your bitch cheatin', she under my cover, we cuddle and shit


Buddah bless this beat"
68,X,"['Jonas Brothers', 'KAROL G']","['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'latin', 'reggaeton']","
Yeah
Ooh-la-la, by the pool, we're singing ""Bailando""
Two long nights with a view, yeah
Keeping those blinds closed (Yeah)
She said, ""I wanna find somebody by nightfall""
Ooh-na-na, could it be ya
Baby, I like you


Oh, watching her move, I was lost in the rhythms
And she pulled me close by the look in her eyes
Don't know her name, but I know that I need her
She said, ""Boy, you won't be lonely tonight""


She said, ""Ooh-ooh-ooh""
Kiss me like your ex is in the room
Don't you be afraid of something new
If you play it right, you can be that someone
Yeah, that someone who
Won't leave me lonely tonight


Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah


Ooh-la-la, make a move, yeah, baby, by last call
Full moon night with the lights up
Baby, your eyes glow (Yeah)
Don't know why but I feel like I'ma go psycho (Psycho)
Ooh-la-la, if it's cool
Yeah, baby, I'd like to


Oh, watching her move I was lost in the rhythms
And she pulled me close by the look in her eyes (Yeah)
Don't know her name, but I know that I need her
She said, ""Boy, you won't be lonely tonight""


She said, ""Ooh-ooh-ooh"" (Ooh-ooh-ooh)
Kiss me like your ex is in the room (Ooh-ooh-ooh)
Don't you be afraid of something new
If you play it right, you can be that someone
Yeah, that someone who (Yeah)
Won't leave me lonely tonight


Caliente, te pongo caliente (Ah)
No te de miedo vivir algo diferente (Eh, eh)
Las ganas no se equivocan (-vocan; eh)
Pon tu lengua en mi boca (Boca; eh)
Vive la vida loca, loca, loca, ah


Toda la noche bailando contigo
Suave y salvaje como un animal
Yo sé que te gusta, pero esto es prohibido
Yo me voy contigo, dame la señal


She said, ""Ooh-ooh-ooh"" (Ooh-ooh-ooh)
Kiss me like your ex is in the room (Ooh, ooh, ooh)
Don't you be afraid of something new
If you play it right, you can be that someone
Yeah, that someone who
Yeah, yeah, uh
Won't leave me lonely tonight


Ooh, ooh, ooh
Ooh, ooh, ooh
Ooh, ooh, ooh
Tonight
Someone who
You won't be lonely tonight"
69,Kings & Queens,['Ava Max'],"['dance pop', 'pop', 'post-teen pop']","
If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancing on your own


Can't live without me, you wanna, but you can't, nah-nah-nah
Think it's funny, but honey, can't run this show on your own
I can feel my body shake, there's only so much I can take
I'll show you how a real queen behaves


Oh, no damsel in distress, don't need to save me
Once I start breathing fire, you can't tame me
And you might think I'm weak without a sword
But if I had one, it'd be bigger than yours


If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancing on your own


Disobey me, then baby, it's off with your head
Gonna change it and make it a world you won't forget


Oh, no damsel in distress, don't need to save me
Once I start breathing fire, you can't tame me
And you might think I'm weak without a sword
But I'm stronger than I ever was before


If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancing on your own


In chess, the king can move one space at a time
But queens are free to go wherever they like
You get too close, you'll get a royalty high
So breathe it in to feel alive


If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancing on your own


Oh-oh-oh-oh-oh-oh, oh-oh
Oh-oh-oh-oh-oh-oh, oh-oh"
69.5,Walk Em Down,"['NLE Choppa', 'Roddy Ricch']","['memphis hip hop', 'melodic rap', 'rap']","
(CashMoneyAP)
Ooh, ooh, no, no
NLE the Top Shotta


Uh, posted (Posted), in front of the trap (Front the trap)
Selling dope 'til the sun come down (Come down)
Take a fuck nigga right off the map (Off the map)
When I hit him with this whole hundred rounds (A hundred rounds)
Yung Joc, in the club with my Glock (With my Glock)
You want to play, and then this bitch going down (It's goin' down)
We ain't hesitatin', bullets get to blazin' (Get to blazin')
I'ma lay him down like he in the lounge
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down


Walk down on 'em in Balenciaga runners
My blood slime a nigga out just like an anaconda
You go against me, then you fucked just like a used condom (You fucked, yeah)
I roll 'em up and then I smoke 'em like some good ganja, ayy (I smoke 'em up, yeah)
Still doing drive-bys, but I wanna walk 'em (I wanna)
If I can't find 'em, you know I'm gonna stalk 'em (I gotta stalk 'em)
Caution tape up on the scene, I had to white chalk 'em (Grrt, grrt)
Running from my gun, but my bullets had to hawk 'em (Yeah)


Uh, posted (Posted), in front of the trap (Front the trap)
Selling dope 'til the sun come down (Come down)
Take a fuck nigga right off the map (Off the map)
When I hit him with this whole hundred rounds (A hundred rounds)
Yung Joc, in the club with my Glock (With my Glock)
You want to play, and then this bitch going down (It's goin' down)
We ain't hesitatin', bullets get to blazin' (Get to blazin')
I'ma lay him down like he in the lounge
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down


Nigga, I was posted on the corner where the J's at
Roll up in the four by four, pull up at the corner store
And I got red in my drink when I pour up soda
I remember prayin' that the feds never take the Motorola
Choppa got the chopper, make 'em do a backflip
Pay my dawg a dime to walk him down, he need the racks, bitch
I been drinkin', I been taking all this codeine to the face
Got a lot of M's in the safe
Caught a murder, then I beat the case
I was just about to do the race


Uh, posted (Posted), in front of the trap (Front the trap)
Selling dope 'til the sun come down (Come down)
Take a fuck nigga right off the map (Off the map)
When I hit him with this whole hundred rounds (A hundred rounds)
Yung Joc, in the club with my Glock (With my Glock)
You want to play, and then this bitch going down (It's goin' down)
We ain't hesitatin', bullets get to blazin' (Get to blazin')
I'ma lay him down like he in the lounge
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down"
72.5,BELIEVE IT,"['PARTYNEXTDOOR', 'Rihanna']","['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary', 'barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']","
(Ayy Biz, good lookin', foo)


Hey
Best make me believe it (Best make me be—)
Best make me believe it
Believe you won't deceive me
Hey
Best make me believe it (Best make me believe it)
Best make me believe it (Best make me believe it)
Believe you won't deceive me


First you gotta forgive me
Let me know everything gon' be okay
Even if I come out with everything I did
Would you still punish me even though I did it a long time ago?
If so, let me know
If I propose, would you say no?
Would you break my heart?
Would you embarrass me or play your part?
Baby, don't fold, my heart is yours
You got the power, pussy power
You got the power, pussy power
The floor is yours, the time is ours
Hey, either believe me or you don't
Choose to believe me or you won't
If you leave me, I'm skull and bones, I'm dead, baby
You told me


Hey (Ooh)
Best make me believe it (Best make me be—)
Best make me believe it
Believe you won't deceive me
Hey
Best make me believe it (Best make me believe it)
Best make me believe it (Best make me believe it)
Believe you won't deceive me


Bae
You told me that you'd kill me if I fuck up (Kill me if I fuck up)
You told me I'm a lucky motherfucker (Lucky motherfucker)
You love 'em, but you never ever trust 'em
Never ever trust me, no (Never trust me, no)
There's two sides to the story (Sides to the story)
And that girl got a good PR (Good PR)
I knew we'd never make it far
Because I like my bitches black and mama tar
Oh, woah
Tell me you love me 'cause I know they won't
They wanna fit in for the photoshoot
Put them aside, baby, I notice you
My niggas hype, baby, they hypin' you
My family like it, yeah, they likin' you
My mama WhatsApp and she Skype you
She wanna know what it do
You say, ""Either way, you...""


Best make me believe it (Best make me be—)
Best make me believe it
Believe you won't deceive me
Hey
Best make me believe it (Best make me believe it)
Best make me believe it (Best make me believe it)
Believe you won't deceive me


Bae"
73,Dior,['Pop Smoke'],['rap'],"
Traphouse Mob
Huh,  roll another one
Said  I'm never lackin', always pistol packing
With them automatics, we gon' send him to heaven
Wait, wait, wait, wait, ayy, ayy, woo (Aw, shit), huh
Oh,  you feelin' sturdy, huh? (You feelin' sturdy, man)
Shake  somethin'
Shake it, shake it, shake it


She  like the way that I dance
She like the way that I move
She like the way that I rock
She like the way that I woo
And  she let it clap for a nigga
(She let it clap for a nigga)
And she throw it back for a nigga
(Yeah, she throw it back for a nigga)
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr


When I walk in the spot, thirty on me
Buy out the club, niggas know that I'm paid
Bitch, I'm a thot, get me lit
I can't fuck with these niggas 'cause niggas is gay
All on my page suckin' dick
All in my comments and screamin' my name
While I'm in the club, throwin' them hundreds and fifties and ones and ones
Pop Smoke, they know I'm wildin'
If I'm on the island, I'm snatchin' the cell
Brody got locked, denied his bail
Until he free, I'm raisin' hell
Tell my shooters call me FaceTime
For all the times we had to face time
Free D-Nice, he doin' state time
If you need the glizzy, you could take mine
Please don't come out your mouth, you know I'm like that
I'll make a movie like TNT
Glock-30 on me, ask who really want it
I bet I air it like BNB
Nappy Blue wildin' in my section
And I keep that .38 for the weapon
Remember when I came home from corrections
All the bad bitches in my direction


She like the way that I dance
She like the way that I move
She like the way that I rock
She like the way that I woo
And she let it clap for a nigga
(She let it clap for a nigga)
And she throw it back for a nigga
(Yeah, she throw it back for a nigga)
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr"
73.5,Cool Again,['Kane Brown'],"['contemporary country', 'country road']","
I've been thinkin' 'bout ya lately
Reminiscin', goin' crazy
Miss the way your kiss would keep me up
Ayy, wish that you were here tonight
Drinkin' vodka soda, extra limes
And we could just get back to bein' us


'Cause I just wanna be cool again, cool again, cool again
Like we were last summer
Want you again, you again, you again
To be stealin' my covers
All tangled in each other, nights still playin' back in my head
I just wanna be cool again, cool again, cool again, yeah


Do you ever think about
The days we couldn't live without each other?
Where the hell did we go wrong?
Ayy, how'd we go from that to this?
How'd we let a good thing slip?
Do we really have to go move on?


I just wanna be cool again, cool again, cool again
Like we were last summer
Want you again, you again, you again
To be stealin' my covers
All tangled in each other, nights still playin' back in my head
I just wanna be cool again, cool again, cool again, yeah


Yeah, I just wanna be, cool again
(Cool again, cool again, cool again, cool again)


'Cause I just wanna be cool again, cool again, cool again
Like we were last summer
Want you again, you again, you again
To be stealin' my covers
All tangled in each other, nights still playin' back in my head
I just wanna be cool again, cool again, cool again, yeah


(Cool again, cool again, cool again)
Y'all know that I just wanna be cool again (Cool again, cool again, cool again)
Last summer with you (Cool again, cool again, cool again)
Cool again
(Cool again, cool again) Cool again, yeah"
73.66666667,Boss Bitch,['Doja Cat'],"['la indie', 'pop']","
Mmm
I ain't tryna (Ah)
I ain't tryna
I ain't tryna


Yeah, ain't tryna be cool like you
Wobblin' around in your high heel shoes
I'm clumsy, made friends with the floor
Two for one, you know a bitch buy four
And two left feet, you know I always drop
First thing a girl did was a bop
I'm the whole damn cake and the cherry on top
Shook up the bottle, made a good girl pop


You ain't even here to party
Ken in the club, tryna pipe a Barbie
I don't wanna go, go, go with the flow
Backbend 'til I touch my toes
I don't wanna row, row, row the boat
Wrist full of rocks and I hope I float
Big up yourself 'cause you know they don't
I chew, chew, chew, 'cause they hope I choke


I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss


Said bitch, I'm the after, you been the before
I been the stallion, you been the seahorse
Don't need a report, don't need a press run
All of my bad pics been all my best ones
I wear the hat and I wear the pants
I am advanced, so I get advance
And I do my dance and cancel the plans
Said boo, don't be mad 'cause you had the chance


Drop, said I took it and I ran for it
I won it, then I stand on it
Money on the floor when we dance on it
Shine bright, let them put a tan on it
Said I took it and I ran for it
I won it, then I stand on it
Money on the floor when we dance on it
Shine bright, let them put a tan on it like


I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss


Rrrr, ah, ah, ah
I'm a bitch (I'm a bitch), I'm a boss
I'm a bitch (I'm a bitch), I'm a boss
I'm a bitch (I'm a bitch), I'm a boss
I'm a bitch and a boss, I'ma shine like gloss


I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss
I'm a bitch, I'm a boss
I'm a bitch and a boss, I'ma shine like gloss"
